text	category
 Lucifer kandu. Eny Ethu. Kananam.. Ohhhh.	Positive 
 Lalettan fans full support und makkaleee......	Positive 
 Keralathinu purathu ninnulla anyaphashakar adi like	unknown_state 
 All Kerala mohanlal fans nte power onnu kanichu kodukk.....like ..	unknown_state 
 Adhikam hype venda	Negative 
 Ithu kidukkum	Positive 
 am a lalettan fan... but lalettane arum pokendaa... director prithviannuu	unknown_state 
 4.3k dislikes what a bullshit man's	not-malayalam 
 Padam 1 st day kaanum athu urappu.	Positive 
 masss effect	Positive 
 من متى أعرفك اصلا حتى انساك	not-malayalam 
 Arudeyum kaneer oppan vannadhalla njn... !! Pakshe karayikunnavarude thala njn adichu pwolikkum🤙 full on full power	Positive 
 Again Again Rajuvettan Theertha Ee vismayam kanaan vanne nokkunavarundoo...	Positive 
 Costumes Irshad khan Cherukunnuijj Poli mutheeee	Positive 
 Ithenkilum oru HIT enkilum aayaal mathi.padachone adutha PADAKKAM aavalle	Mixed_feelings 
 aaa last bhakam marana mass #mammookka	Positive 
 Happy  Birthday  Mammookka	not-malayalam 
 mammokka thug life mashup	unknown_state 
 Big B 2 pole und	Mixed_feelings 
 LALETTAAA MUTHEE POLICHU	Positive 
 Ee pennu evide poyaalum ithaanallo avastha..	unknown_state 
 Edhu kondu prethiraj neruthiyal Kollam	Positive 
 Ithipo kadha muzhuvan undalo ithilu ? ?	unknown_state 
 Mammotiyude look divasam kudunthorum kodi varikayannallo	Positive 
 Last black dress sredhichavar ivide like	unknown_state 
 Natural venam polum side lottu maarinikke anganullavar korach mass okke nallaatha	Negative 
 Padam pottum ennu urapulavarku evide like adikam	unknown_state 
 malayala sinimakkoru puthiya charithram pirakkatte !	Positive 
 Koora padam	Negative 
 Superb trailer I have ever seen	not-malayalam 
 3 millon views 208 k likes	not-malayalam 
 Ennalum ente Idivettu suguna ninne ithilu kandillalo	Negative 
 Which trailer you like more.  1. #Mamangam  2. #Panipat	not-malayalam 
 1.33 - 1.40   mammuka rock's 🤘...	not-malayalam 
 Oru  mikacha thriling movie aavum	Positive 
 Undakku shesham mammookayude adutha natural movie	Positive 
 Jayasurya chyuna a ella characters um pwoliya... Shaji pappen	Positive 
 Mammukka ningal bharikkanam Malayalam Cinema iniyulla kalavum	Positive 
 apol ithu payyanmare padam aano rajuettan ikka onnum main ayittu ille ??	unknown_state 
 Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.	Positive 
 YouTube struck ayoooo Views 172 k Like 162k Unlike 15k Laletaaaa	unknown_state 
 K G F   DUBLE	not-malayalam 
 Trailer I'll tannaayy full story uondu	Positive 
 Oru BIGB  feel....  ..aiivaaaaa.  Pwolichuu	Positive 
 Pinneyum pinneyum kaaaanunnavar like adi... Lalatten ishtam	Positive 
 Rajayude andhya kurbana chollan avan varunuu... #LUCIFER	unknown_state 
 Positive kittiyal pinne parayandallo.... Ettan fan aaya njan thanme kannu thalli poi bookings kandu	Positive 
 Annum ennum ennum ikka mass 🤩🥰	Positive 
 vere level trailer and bgm gopi sunder musical	Positive 
 Padam irangiyittu  parayam mass ano class ano ennu?. Odiyan anubhavam kondu paranjatha	Mixed_feelings 
 PASSING OF THE CROWN 'TRAILER' 1 | KGF Malayalam | Ft. Mohanlal | Nivin Pauly	not-malayalam 
 E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..	Positive 
 Jelli kettinte trailer bgm pole ind	Positive 
 50 pathu pravasham kandavar adi like	unknown_state 
 E traileril ntha chekutan undo	Positive 
 any one from nov 2 2k19	not-malayalam 
 Adh suraj aanenn sound kett maathram kandpidichavar adi like..	unknown_state 
 17 k view 119 k like 12 k dislike... ???	not-malayalam 
 mallu students canada arelum? like here	unknown_state 
 kalakki Kalakki. Onnum parayan illa	Positive 
 Oru saada nalla naatin purathe kada..athre ullu...aenike ishtta pettu.	Positive 
 L U C I F E R	unknown_state 
 Lucifer kaanan povunnathinu munpu trailer kaanan vannavar aarokke	unknown_state 
 Vere level of making nd lalettan was awesome	Positive 
 raja solathu tha Saiva ....saivathu mattumtha Dolla..#ikka fans	not-malayalam 
 M  A  M  A  N  G  A  M	unknown_state 
 Looks like 2017 malyalam  movie  Y And  english movie Buried	not-malayalam 
 Next Week china povan irikkana njan ithu kandeche njan povathullu	Positive 
 Dislike adichavarodu pucham maathram.. Lal fansine uddeshichu maathramanennu thettidarikallu ketto🤣	unknown_state 
 peter hein nte stunt ella cinema il um ore pattern aanallo	Mixed_feelings 
 Thuvanathumbikalile jayakrishnane orma vannavar like adi	unknown_state 
 Tovino ishtam Tovino fans like adi ആൻഡ് സപ്പോർട്ട് me	unknown_state 
 Ohoo mamooka powlikum ee jati tralier making kiduwee	Positive 
 Kalabahavan shajon laleetane chathikkum athe urappa trailer kandappo manasilayii	unknown_state 
 Chicking ile freezer il poyi nokkiya mathi aale kittum	unknown_state 
 Onnum parayanilla. Vere leval movie ayirikkum	Positive 
 Cinema kand kazhinjitt trailer kanan vannavarkk ivde like adichittu pokam	unknown_state 
 Lufier trailer kandu odiyan kandavar undo	unknown_state 
 Raju ettaaaa ningal Vera level	Positive 
 Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI ലാലേട്ടൻ	Positive 
 Late aayi vannalum latest aayi varuvenne	Positive 
 Woow woww wow	not-malayalam 
 Lokal poyi Madhura raja teaser kanada	Negative 
 Oru marana mass chitramaavatte laleeta lucifer	Positive 
 Kuru potti olikknna 1k poojappura fans🤣🤣🤣	Negative 
 adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema	Positive 
 17 K views 102 K like  10K dislike	not-malayalam 
 Mohanlal prithvi fans like adik lucifer bamber hit akum	Positive 
 Jayasurya mass after long time.podi pooram	Positive 
 Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu	Positive 
 Ettante lucifer 100 cr club kadakumm enn parayunnavar like adicheee	unknown_state 
 Laalettan fans only hit likes here	unknown_state 
 Kure per dislike adich kuru pottikkunnund	Negative 
 Dislike adechath alla punnara makkalum anta veral നമസ്കാരം	Negative 
 Jagapathi Babu  a Telugu fan here.	not-malayalam 
 2n part or kuch related kahani nxt hota acha lagta fans ko	not-malayalam 
 Fight dialoge bgm oru rakshayum illa	Positive 
 3 million   ettanum pillerum	unknown_state 
 Ithu rajayude 3 strong Alla ettande Lucifer	Mixed_feelings 
 E padathinte making ushar aanenu thonunu..  Trailer kanditt padam kandathokem thallipoli aayirnu.  But trailer pwolichu	Positive 
 Samyuktha vendayirunnu. :(  Aishu pwoli ann	Negative 
 Trailer erangiyilla adhinu munpe pedich thoori dislike adikunna mammunnyolikal	Negative 
 Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu	Negative 
 JAI LUCIFER JAI LALETTAN JAI PRITHWI	Positive 
 Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck	Positive 
 MAMMOKKENTE ( BIG B2=BILAL )veranam ennu agraham ullavar undoo	unknown_state 
 Bro support koduthilenkilum dislike adikkathirunoode .	Negative 
 Aaa kochu edhaaa real fighter kannukalile theepori kidu	unknown_state 
 You use bots for likes and views	not-malayalam 
 swandam recordukal thanne thiruthunaa  nadan pulimuruganekal odane daivame	unknown_state 
 Suraj ettan fans fans like ivide	Positive 
 Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa	Positive 
 3 * 2 strong............... Rajuvettaaaaa u nailed it	not-malayalam 
 E padam hit akum enn urapullavar like adikan ulla sthalam🥰🥰🥰	Positive 
 ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya	Negative 
 Ee trailer kandapo KGF ormavanavar  adikk...	unknown_state 
 Ith oru onnonnara item aayrikkum	Positive 
 Njan mammoty fan Ann pakshe enikk ishtapettu	Positive 
 Pirates of carbien aarum kanditilananu mone ninte vicharam	Negative 
 Ravananaya avane nerkkuner illathakkan oru maha avatharam thanne vendi varum	unknown_state 
 Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli	Positive 
 Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale	Positive 
 japan ne kali aakan maathram nammal aayitilla suraj ettaa :/	unknown_state 
 im a katta lalettan fan....but ithu hit aaakanam..heavy	Positive 
 Katta vishayam oru rekshem illa etta fdfs	Positive 
 Dislike cheyunavanoke ethu naarikal aanenavo.... Chathude...   Kidukachi trailer vanetum dislike 1.1k Kashtam preshakare...	Negative 
 Oru dubbing padathinte trailer pole.  kidu	Positive 
 Myarakam ikka  Hollywood direction and visuals	Positive 
 Mommookka mass entry....        By a lalettan bhakthan....	not-malayalam 
 Ini kando... Adiude Ideude Vedi pooram......🧨🧨	Positive 
 Innu trailer'um	unknown_state 
 Aa kannukal mathram mathi a character depth mansilkan laletta.....	Positive 
 Trailer Oru rakshyum illa adi poli jayettan takarkkum	Positive 
 Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state 
 Waiting  from  die hard rajuvetan fan..	not-malayalam 
 Ee Padam Kolamavukayaanengil it will be because of Peter hein	Negative 
 Movide peru kandu dislike adikaan vannatha	Positive 
 Avalude name veykkunille avar lead cheyyunna film alle..	Negative 
 6000 suscribe ulladhil itt 22k suscribe414kview 91k like aaaakiyya ikka mass	unknown_state 
 Kidu bgm for ikka kidu movie super	Positive 
 MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....	Positive 
 Ittimani film kandathinu shesham evide vannavar like adikku pinne replyum theru	unknown_state 
 Deleep atta padam orappu maga hit	Positive 
 ee padam 8 nilayil podannamennju prarthikunnju	Negative 
 Ikka i lv uuuuu big screen kandolan waitinggggg	Positive 
 Ee padam hit aakum ennu orappullavar enik oru 100 like taa	unknown_state 
 trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu	Mixed_feelings 
 Ayye poraaa.... lalettan nu role ille??	Negative 
 Vineethangil adu supero super chodikanundo allea vineetheaaa	Positive 
 Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka	Positive 
 Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	Positive 
 Enta ponno ikka kalakum van trailer	Positive 
 Entammo ikka powli powli ...heavy item	Positive 
 Ee trailer vachaaanooo luciferinodu muttaan varunnath	Negative 
 Odiyan 2D Animated trailer	not-malayalam 
 16 k views  55 k likes	unknown_state 
 11million aayo enn nokaan varunnavarundo ??	unknown_state 
 Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan	Positive 
 Inn ni8 full repeat adich kanan ponavar ivide like adicholu	Positive 
 Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie	Positive 
 Edakku oru hollywood movie scene keri vanna pole ennikk mathramano thonniyath....?	unknown_state 
 Just 1min      etra per page il und	unknown_state 
 Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super	Positive 
 Moood poyi mood poyi aa sabune kandappol mood poyi	Negative 
 Dislike adicha pullanmarude mugathulla adiyavatte oro likum	Negative 
 Ekka @ madhura Raja and lalettan @ Lucifer... 2 padam iragan pokuvane...oru tight competition prethishikkunnu	unknown_state 
 @02:19 Ee scene theatril polikkum .... Lalettta :):>3	Positive 
 njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm	Positive 
 Vivek oberoi best villan powli 🤩🤩🤩	Positive 
 E trailer 5 il kooduthal kandavar like	unknown_state 
 Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu	Positive 
 Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla	Positive 
 Ambooo Roman ezunettu  EPIC loading	Positive 
 Powlii powlii...last dialogue comedy anenkilu kidlm tyming	Positive 
 Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam	Positive 
 Trailernu katta wait cheythirikkunna ethra aalundu ivide	Positive 
 Kashttamund!! Paavam chinnane enthina konne???Rakshapeduthi koodarunno?Minister Rajayil chinnane pratheekshikkunnu...  Chinnaraja fans adi like!!!	unknown_state 
 Happy birthday  day my mammookka	not-malayalam 
 oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach	Positive 
 Priya kuttoos nte teaser aayinankilu eppaze million views aavateenum	unknown_state 
 Aa last nadatham kanditt best actor orma vanna arelum undo..?	unknown_state 
 Ente ichayooo....  Athre parayunnulluuu.... Ennu manasil karuthiyavar hit like here.....	unknown_state 
 Police ill minimum  hight elle  Aju oke police	Negative 
 500k enn paranjitt 410k ullollo real time views 🤣	unknown_state 
 Lalettane prathheeshich ithuvazhi vannavar like	unknown_state 
 Orika kanda veendum veendum kanan thonnum..	Positive 
 Stars nu pakaram Nalla cinema'ye support cheyyunavar adi like..	unknown_state 
 Haavu samadaanamaayi  Editor mahesh narayanan	unknown_state 
 Dislike cheydha thendigalk releasin kaanich therum nangal endhan mamangam enn	Negative 
 EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu	Positive 
 Ee nanchakottayill arudeyuum kanneeroppaan vannathalla njan..pakshe karayikunnavante okeyuum thala njan adichu polikuum!	unknown_state 
 ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha	Positive 
 Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta	Positive 
 Uff mwonr kinnam kaachya item	Positive 
 Appo nayakan mammukka alley.....e piller aaaana	unknown_state 
 madhura rajayum  usharavatte ...from a lalettan fan .	Positive 
 CHANDU vine orma vannavar ivde common	unknown_state 
 Sambavam kollam but	Mixed_feelings 
 Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam	Positive 
 Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......	Positive 
 Please Upload moha mundiri video song	unknown_state 
 Ee padam kand chirich pandaram adangi	Positive 
 Trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla	Negative 
 Trailer kandapol bahubali orthavar like adi	unknown_state 
 Hvy iteam	Positive 
 212k views	unknown_state 
 Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*	Positive 
 Fight vere level teateril paper kure keerendi varum ichayoooo	Positive 
 Trailer vere level Anu makkale🤩🤩Mammookka uyir...   mamangam_november 21	Positive 
 Ethilum valiya masSs eni ella  Padam 100 crore loading	Positive 
 Cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano?	unknown_state 
 E padathil elllavarum und but pottiyal ellam pogum....... Appurath Yama Dan kadha verunnund madhura raajayum Ethayalum all the best	Mixed_feelings 
 mammookkayude scenes pause cheytu kandavar arokke undu	unknown_state 
 mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty Anu	unknown_state 
 Pokiri Raja nte athra odulaa ee chithram eniku thonunnu....	Negative 
 Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi	Positive 
 Eee oru movie കൊണ്ട്‌ mohanlal fan aakumennu തോനുന്നു katta waiting	Positive 
 69 years old Megastar  Nammude Mammookkaa oreee poli mammookkaa	Positive 
 Releasinte aan thanne pokum ennu   Urappullavar adi like	unknown_state 
 lalettan marana mass..intha movie bayangara hit adikkum...love from tamilnadu	not-malayalam 
 Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu	Positive 
 Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu	Negative 
 Vineeth sreenivasan presents	Positive 
 Unni Mukundan fans like here	not-malayalam 
 Ikkaye kanan vendi mathram fdfs urapichavar like	Positive 
 Ente ikkkaaaa kola mass YouTube hang aanu makkale	Positive 
 Gopi Sundar and ikka fan from malappuram	not-malayalam 
 Dislike myrolikalk ulla kandam Madhurayil orukkiyittund enn parayan paranju....	Negative 
 yeshu das saarinte oru song ithil pratheekshikkaavo	unknown_state 
 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan	Positive 
 #HAPPY BIRTHDAY   |  SULTHAN OF MALAYALAM CINEMA | #MAMMOOKKA	not-malayalam 
 8hr 2 million viewers one name laletan ...n prithvy	not-malayalam 
 Lucifer pola nalla oru padam avatte	Positive 
 10M adikkum ennullavar aadhyam like onn adiche	unknown_state 
 Negative aayi onmilla   eattn polikm	Positive 
 Njan mathram ano padam kand വന്നു veendum trailer edth noki veendum padam kanan poyathangane പോയവര്‍ അടി like	unknown_state 
 2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 Lucifer any guess???	unknown_state 
 Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike	Positive 
 Nice	not-malayalam 
 Pwlichu........... Ikkka pwlichu  മാസ്സ് പടം.. ... Hollywood cut..	Positive 
 Trailer erghunathinn munbb .kanathe dislike adichavanmaar verum verum..... Feeling pucham to u all	Negative 
 Ambooo  Ettan kidu acting  Raju Ettan poli making	Positive 
 onnum parayan Ila...mammokka polichu.... Thakarthuu.... 🤩🤩🤩🤩	Positive 
 Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing	Positive 
 Ejjati item ettan pwolikkum all the best raju etta	Positive 
 Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...	Positive 
 Madhuraraja teaser ethaanenkil trailer enthaayirikkum April kazhinjaal theater ok kaanumo aavo	unknown_state 
 After 1M views & 150K likes	not-malayalam 
 Sheriyaya views ano allengil youtube lalettan hang akkiyathano ennu samshyamullarkku like adikkanulla thumbu	unknown_state 
 Enthonnadei ithu pulimurugan tamil remake a🤣🤣🤣	Mixed_feelings 
 10 million ayo ennu nokkan varunnavar like adi	unknown_state 
 Thalachorilla budhiyum illatha 11k aalkkar . Ninte okke thalakku ooolamanooo	Negative 
 Ella cinimakaludeyum trailer kanunathe habits aakkiyavarundo	unknown_state 
 Trilar kanditt padam. Valiya pratheeksha illaa	Mixed_feelings 
 Wtng laletta...	Mixed_feelings 
 Looks like netflix series oru film aayi coloring Mach aavunnilla	Negative 
 ooro secondum mmakkayude entrik vendi waiting aayirunnu	Positive 
 Mammookem Pillerum Ithil Polikkum Ennu Urapullavar Like Adich Pokko	unknown_state 
 tovinok pakaram unni mukundan mathiyarunnu....	Mixed_feelings 
 Panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi ....Pinne joraa	unknown_state 
 Soundil  kurachukoodi  bass koodi  undayinnel kidilan	Mixed_feelings 
 Lalettaa & Rajuettaa go ahead	not-malayalam 
 Love you mammoookhaa.... Mammookha fans hit like	not-malayalam 
 Lalettan faanan but ee trailer kidukki tto	Positive 
 Adipoli	Positive 
 Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka	Positive 
 Padam polikunna thonnunne Soubin oru pradhibasam thanne Ambili kandit oru onnonnara fana ayi njn	Positive 
 Prathviraaj	Positive 
 Ravananaya avane NERKKUNER ILLATHAKKAN oru maha.....	unknown_state 
 Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Positive 
 suraaj  looks like our kunjunni mash......	not-malayalam 
 Padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd Robot And Frank enn pere athum pwoliyane	Positive 
 Veruthayayi kashu poyi pratheeshyode arum pokaruthe	Negative 
 Super mega hit aaayirikkum  mark	Positive 
 Aaaa mundum pookal shirtum vere arund ithra look	Positive 
 Trailer kidukki..film ith pole nannaya mathiyarnnu.	Positive 
 Njan maathramano comment nu like  kittiyo enn veendum veendum nokkunnath	unknown_state 
 Enta ponno ithu verae level Iove u ikka	Positive 
 Uff  ente ponoo wait chyan vayye ikka	unknown_state 
 Ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum..	unknown_state 
 Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo	Positive 
 Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum	unknown_state 
 Wow..Maranamaas Trailer  Gopi Sundar bgm oru rakshemilla ttaa...Hit like if u watch FDFS	Positive 
 Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE	Mixed_feelings 
 Super star rajini sir fans hit likes	not-malayalam 
 0:15 aa musicinu vendi wait cheyyuva	not-malayalam 
 Makkale onnum nokkanda ninghal vanna bakkam enna 1:54	unknown_state 
 Nayika liftil kudungunnu... Ellaarum oodi nadannu anveshikunnu....	unknown_state 
 Ith kidukkan aakum...  Eagerly waiting... lub you ikkaa from eattan fan...	Positive 
 173k views and 173k likes bakki kore mammunni fans 18k	Negative 
 Mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi	Negative 
 Hit like if you are lalettan's fan	not-malayalam 
 Trailer kand  romanjam  Vanna ettan  fans like adikn	Positive 
 ithu oru 5 million views aakkanam..	unknown_state 
 Mohanlal looks like as he was in jilla....	not-malayalam 
 Thrissur slang paliyenn thonnunnath enikk mathramano?	Negative 
 America atom bomb itittu thirnilaaa pinaa allee bengalikal!!!!!	unknown_state 
 Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla	Positive 
 Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode	Positive 
 Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	Positive 
 Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣	Negative 
 Padam pottum... Charithram akanamenkil marakkar varanam	Negative 
 Prithviraj. Nighal oru marana mass sambavam	Positive 
 Kerala die hard mohanlal fans like here	not-malayalam 
 Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam	Negative 
 Odiyan iruttinda raja   Enda ethra Kali kandittulladhaan ne    Odiyan odi odi odiyan	unknown_state 
 Katta waiting madura raja mammokka kidu mass	Positive 
 Tamil Nadu Mohan lal fans hit like	not-malayalam 
 Ikkakk..valla  mass padavum cheythude....ithorumaathiri senti...cop	Negative 
 pora	Negative 
 Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa	Negative 
 Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam	Positive 
 Cinema iragiyittum view cheyyunnavar like adi	unknown_state 
 then : kanji adukkatte manikya       now : Kill that bastard    sivane! :/	unknown_state 
 Prithiraje than ee pani nirthiko enthon kopile padamado	Negative 
 Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..	Positive 
 Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde  Villan dadygirija same   Athe irutham	Mixed_feelings 
 Cinema vizag kandu... Polichu ... Super duper hit	Positive 
 Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda	Negative 
 Poster kanditt feel good anenn karuthi kanathe vitu	Positive 
 Mammootty fans polum like adichu pokum adaru trailer	Positive 
 Lucifer onnil kooduthal thavana kandavar onnu like adikku ...	unknown_state 
 Havy havy super super kidu kidu 🤘🤘	Positive 
 Trailer oru rashilla kili poyi laletta poli anitta	Positive 
 Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra	Positive 
 Raja returnssss makkale....ithu marana mass padamaayirikkum	Positive 
 Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por	Positive 
 endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki	Positive 
 Theriyumile	unknown_state 
 Oru BEST ACTOR feel enikk maatramaano adiche	unknown_state 
 Lalettante ittimanikk...njanga ikkayude piller vaka best of luck	Positive 
 Antony perumbavor undaya monemarayirikum dislike adikunath	unknown_state 
 Heavy trailer	Positive 
 Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu	Positive 
 Police ne kuttam parayuna	Negative 
 kidu  katta waiting    mamamookkaaaa	Positive 
